user_id	user_first_touch_timestamp	email
UA000000102357911	1592197838894715	hlindsey@hotmail.com
UA000000102357931	1592197976350435	""
UA000000102357936	1592198008066280	""
UA000000102357950	1592198083868480	john05@flores-mcknight.com
UA000000102357954	1592198134093817	""
UA000000102357956	1592198144189925	""
UA000000102357970	1592198259868245	""
UA000000102357975	1592198274666546	""
UA000000102357986	1592198359588587	""
UA000000102358000	1592198459670533	""
UA000000102358011	1592198574912871	""
UA000000102358015	1592198589540564	""
UA000000102358021	1592198632974929	""
UA000000102358022	1592198636711452	""
UA000000102358031	1592198675933602	""
UA000000102358034	1592198683754756	""
UA000000102358035	1592198690999270	""
UA000000102358039	1592198719746890	""
UA000000102358044	1592198746838803	zachary35@haynes.com
UA000000102358063	1592198881353494	""
UA000000102358074	1592198929378449	""
UA000000102358087	1592198993061879	""
UA000000102358091	1592199024464383	""
UA000000102358094	1592199046585351	""
UA000000102358095	1592199051437790	""
UA000000102358102	1592199091968080	""
UA000000102358107	1592199104740575	""
UA000000102358125	1592199197715136	""
UA000000102358150	1592199334737767	""
UA000000102358169	1592199445593488	""
UA000000102358174	1592199484441037	""
UA000000102358176	1592199488439635	""
UA000000102358177	1592199496223490	""
UA000000102358181	1592199525479983	""
UA000000102358186	1592199551593344	""
UA000000102358192	1592199565786331	""
UA000000102358212	1592199690013967	""
UA000000102358214	1592199695678151	""
UA000000102358233	1592199819758826	""
UA000000102358235	1592199822296550	""
UA000000102358238	1592199832373376	""
UA000000102358239	1592199843696535	""
UA000000102358252	1592199932248184	""
UA000000102358274	1592200027469680	""
UA000000102358278	1592200052734444	""
UA000000102358289	1592200093757376	""
UA000000102358298	1592200143040127	hmurray@green-miller.com
UA000000102358314	1592200218026251	""
UA000000102358315	1592200221082020	""
UA000000102358343	1592200339134348	""
UA000000102358345	1592200345326556	""
UA000000102358353	1592200378430054	""
UA000000102358355	1592200385887087	""
UA000000102358360	1592200422481493	""
UA000000102358362	1592200423889192	""
UA000000102358369	1592200454881601	""
UA000000102358378	1592200494941929	""
UA000000102358390	1592200547119976	""
UA000000102358431	1592200726865857	""
UA000000102358435	1592200735176268	sdavis@jones-nelson.info
UA000000102358438	1592200760018933	""
UA000000102358440	1592200764795376	""
UA000000102358441	1592200766107683	michaela60@perry-francis.com
UA000000102358472	1592200905015506	""
UA000000102358488	1592200950549144	""
UA000000102358494	1592200982334841	""
UA000000102358501	1592201000226253	""
UA000000102358514	1592201061540516	taylorhill@ochoa.biz
UA000000102358515	1592201063561580	isaacblack@day.com
UA000000102358521	1592201089775847	""
UA000000102358522	1592201097052309	janicenguyen@hamilton.com
UA000000102358533	1592201142396503	""
UA000000102358537	1592201152545771	""
UA000000102358541	1592201180297665	""
UA000000102358542	1592201182192722	""
UA000000102358557	1592201246628626	""
UA000000102358558	1592201250414988	""
UA000000102358580	1592201359567464	""
UA000000102358585	1592201376885487	""
UA000000102358594	1592201412277520	""
UA000000102358596	1592201423044519	""
UA000000102358597	1592201425044913	""
UA000000102358601	1592201450991385	""
UA000000102358615	1592201526473774	""
UA000000102358616	1592201533793654	rcollins@hotmail.com
UA000000102358624	1592201562326538	""
UA000000102358633	1592201589560920	""
UA000000102358640	1592201609428384	""
UA000000102358642	1592201619461559	""
UA000000102358649	1592201643794962	""
UA000000102358664	1592201710014945	""
UA000000102358667	1592201720564031	""
UA000000102358668	1592201725118996	""
UA000000102358713	1592201847718799	""
UA000000102358723	1592201874036190	""
UA000000102358739	1592201945095556	""
UA000000102358742	1592201947145757	""
UA000000102358752	1592201989037927	""
UA000000102358768	1592202036903826	gutierrezjessica@gmail.com
UA000000102358777	1592202063437303	""
UA000000102358778	1592202065258292	josephsutton@gmail.com
UA000000102358779	1592202075923946	""
UA000000102358781	1592202077655127	""
UA000000102358783	1592202078706188	""
UA000000102358789	1592202087976111	""
UA000000102358790	1592202090132880	""
UA000000102358798	1592202119390189	""
UA000000102358806	1592202149788421	""
UA000000102358808	1592202150960383	""
UA000000102358810	1592202161356573	hjenkins1@gmail.com
UA000000102358811	1592202161360810	""
UA000000102358813	1592202166340217	""
UA000000102358823	1592202194703891	""
UA000000102358824	1592202208045077	""
UA000000102358826	1592202210271704	""
UA000000102358827	1592202213427399	""
UA000000102358843	1592202263599119	""
UA000000102358862	1592202323542043	""
UA000000102358866	1592202336905138	""
UA000000102358877	1592202388477447	braddaniels@fisher.com
UA000000102358897	1592202452335531	johnsondawn30@hotmail.com
UA000000102358904	1592202470867467	michael60@barron.com
UA000000102358913	1592202501321574	""
UA000000102358924	1592202543561573	""
UA000000102358926	1592202549747031	sarah9696@hotmail.com
UA000000102358946	1592202622040191	""
UA000000102358952	1592202632232620	""
UA000000102358958	1592202656443200	""
UA000000102358977	1592202709128325	daguirre@anderson-thompson.com
UA000000102358978	1592202713099268	""
UA000000102359005	1592202788395758	""
UA000000102359020	1592202841038095	""
UA000000102359023	1592202845939495	""
UA000000102359027	1592202868891795	""
UA000000102359041	1592202922396761	kristinfischer@hotmail.com
UA000000102359042	1592202928518433	""
UA000000102359048	1592202959520278	""
UA000000102359056	1592202997810330	qaguirre@hotmail.com
UA000000102359061	1592203012359650	""
UA000000102359114	1592203145890395	""
UA000000102359116	1592203156519139	""
UA000000102359118	1592203157766847	""
UA000000102359120	1592203166973353	""
UA000000102359123	1592203185757089	""
UA000000102359133	1592203205318548	""
UA000000102359135	1592203205513607	shaun64@hill.com
UA000000102359136	1592203206907288	mlara@hotmail.com
UA000000102359141	1592203216418975	tmckenzie@bennett.com
UA000000102359149	1592203250121571	""
UA000000102359163	1592203294196509	""
UA000000102359164	1592203297194957	""
UA000000102359169	1592203324136421	""
UA000000102359199	1592203427198862	""
UA000000102359203	1592203443161762	""
UA000000102359206	1592203447252064	""
UA000000102359208	1592203454438804	""
UA000000102359218	1592203491438263	""
UA000000102359219	1592203493155707	""
UA000000102359242	1592203559928371	""
UA000000102359253	1592203586592506	""
UA000000102359261	1592203598480242	""
UA000000102359267	1592203618456129	""
UA000000102359276	1592203632639868	""
UA000000102359278	1592203635067034	""
UA000000102359280	1592203638891346	""
UA000000102359291	1592203669483812	""
UA000000102359293	1592203675459033	""
UA000000102359294	1592203676182670	""
UA000000102359297	1592203683085937	""
UA000000102359303	1592203694442552	""
UA000000102359305	1592203696881503	""
UA000000102359308	1592203702937238	""
UA000000102359320	1592203735547013	""
UA000000102359326	1592203749737109	""
UA000000102359328	1592203752871574	""
UA000000102359340	1592203782671634	""
UA000000102359341	1592203786886348	""
UA000000102359344	1592203791866744	kimkaitlin@clark.com
UA000000102359352	1592203802953118	""
UA000000102359359	1592203823396058	""
UA000000102359361	1592203824173971	""
UA000000102359362	1592203825618661	""
UA000000102359367	1592203832338646	""
UA000000102359402	1592203917284849	""
UA000000102359415	1592203940497674	""
UA000000102359417	1592203946293536	""
UA000000102359420	1592203951412380	""
UA000000102359428	1592203964544857	""
UA000000102359431	1592203966571324	""
UA000000102359458	1592204036571812	""
UA000000102359459	1592204038431414	johnsonjennifer5@yahoo.com
UA000000102359470	1592204084068407	""
UA000000102359479	1592204123249682	""
UA000000102359494	1592204147851276	""
UA000000102359500	1592204158052960	""
UA000000102359505	1592204165280315	""
UA000000102359506	1592204169873710	""
UA000000102359534	1592204224495635	""
UA000000102359543	1592204252555993	reedrachel15@gmail.com
UA000000102359561	1592204284126705	""
UA000000102359563	1592204297015496	""
UA000000102359583	1592204354113025	""
UA000000102359584	1592204355631008	""
UA000000102359587	1592204357432713	ycook@davies.com
UA000000102359599	1592204382630498	""
UA000000102359608	1592204393983608	""
UA000000102359632	1592204452698814	""
UA000000102359642	1592204476633417	""
UA000000102359646	1592204487134810	""
UA000000102359658	1592204520761927	""
UA000000102359662	1592204528843218	robertsimmons@long.com
UA000000102359670	1592204547438524	heatheryoung@yahoo.com
UA000000102359673	1592204555337646	""
UA000000102359679	1592204569723930	katherinebarry@gmail.com
UA000000102359680	1592204571146025	""
UA000000102359697	1592204611858034	""
UA000000102359705	1592204631155971	""
UA000000102359711	1592204639832004	jessicapalmer@lam.com
UA000000102359712	1592204640707534	""
UA000000102359724	1592204666883536	""
UA000000102359739	1592204691747081	lpeck@gmail.com
UA000000102359740	1592204692111724	""
UA000000102359748	1592204715877583	""
UA000000102359749	1592204718560815	""
UA000000102359754	1592204730066427	""
UA000000102359788	1592204805914021	""
UA000000102359792	1592204814071525	""
UA000000102359802	1592204832399056	vcooke@jones-brown.com
UA000000102359806	1592204839783298	""
UA000000102359813	1592204847362358	""
UA000000102359817	1592204852192457	""
UA000000102359832	1592204888612168	""
UA000000102359853	1592204939904840	""
UA000000102359862	1592204966755572	""
UA000000102359868	1592204983226106	""
UA000000102359893	1592205035815259	""
UA000000102359898	1592205042979918	""
UA000000102359901	1592205050426180	""
UA000000102359948	1592205163504953	""
UA000000102359955	1592205178291669	""
UA000000102359969	1592205199409118	""
UA000000102359970	1592205199633728	""
UA000000102359987	1592205229081186	""
UA000000102360007	1592205271528300	""
UA000000102360031	1592205327723828	""
UA000000102360059	1592205383360452	""
UA000000102360066	1592205401778969	jennifer8546@yahoo.com
UA000000102360071	1592205415585913	""
UA000000102360077	1592205435250318	""
UA000000102360078	1592205435544916	""
UA000000102360080	1592205439035194	""
UA000000102360082	1592205442714080	""
UA000000102360084	1592205446625478	""
UA000000102360107	1592205494761613	""
UA000000102360113	1592205502896247	nwashington@yahoo.com
UA000000102360118	1592205511418132	lisa6693@gmail.com
UA000000102360126	1592205520680001	skinnerdaniel@yahoo.com
UA000000102360127	1592205520963409	williamsonryan@green-collins.info
UA000000102360134	1592205527795547	""
UA000000102360174	1592205605750774	""
UA000000102360177	1592205609407110	itodd@vargas.net
UA000000102360179	1592205616643948	""
UA000000102360193	1592205633372866	""
UA000000102360206	1592205669568061	""
UA000000102360210	1592205675195173	""
UA000000102360211	1592205678538819	""
UA000000102360230	1592205713101432	""
UA000000102360253	1592205769733019	""
UA000000102360267	1592205799756386	""
UA000000102360274	1592205814584579	""
UA000000102360278	1592205818327473	""
UA000000102360290	1592205839380879	""
UA000000102360294	1592205841618760	""
UA000000102360295	1592205844421633	""
UA000000102360300	1592205851074813	longjuan@gmail.com
UA000000102360303	1592205854766216	""
UA000000102360309	1592205870947347	john90@stein.com
UA000000102360325	1592205905771421	hollywilson@tucker.net
UA000000102360333	1592205915393199	""
UA000000102360338	1592205920541320	""
UA000000102360357	1592205965408702	""
UA000000102360362	1592205979425898	""
UA000000102360390	1592206016764709	""
UA000000102360398	1592206039051903	""
UA000000102360399	1592206044660714	""
UA000000102360403	1592206055467710	""
UA000000102360422	1592206089921598	""
UA000000102360424	1592206093709612	""
UA000000102360425	1592206097535298	""
UA000000102360443	1592206124158855	""
UA000000102360454	1592206145199521	""
UA000000102360473	1592206165939386	""
UA000000102360488	1592206184850191	lisa6198@gmail.com
UA000000102360496	1592206194261254	david1765@gmail.com
UA000000102360498	1592206194814615	""
UA000000102360507	1592206212504738	""
UA000000102360512	1592206222785436	""
UA000000102360515	1592206223892355	""
UA000000102360516	1592206226369495	""
UA000000102360541	1592206281360286	""
UA000000102360542	1592206283116253	""
UA000000102360549	1592206297887545	""
UA000000102360556	1592206307952194	""
UA000000102360568	1592206328844773	""
UA000000102360589	1592206387966697	""
UA000000102360598	1592206407242601	""
UA000000102360599	1592206409762872	""
UA000000102360606	1592206417443746	ryanstewart@gmail.com
UA000000102360610	1592206420172551	""
UA000000102360617	1592206428757041	cherylgeorge@gmail.com
UA000000102360630	1592206455378539	""
UA000000102360651	1592206490555383	smithcarla@hotmail.com
UA000000102360652	1592206491143039	""
UA000000102360659	1592206502194958	chavezjerry@hotmail.com
UA000000102360677	1592206539245702	""
UA000000102360679	1592206541113362	""
UA000000102360689	1592206554170504	alexander08@hotmail.com
UA000000102360692	1592206557898876	""
UA000000102360706	1592206583297280	""
UA000000102360713	1592206596755349	""
UA000000102360716	1592206605317054	""
UA000000102360734	1592206628552882	""
UA000000102360745	1592206647288113	""
UA000000102360752	1592206655516959	""
UA000000102360775	1592206683941465	""
UA000000102360786	1592206701582606	""
UA000000102360803	1592206721193976	acolon@yahoo.com
UA000000102360847	1592206801328062	pbrown@hotmail.com
UA000000102360857	1592206814724244	""
UA000000102360863	1592206820743774	""
UA000000102360865	1592206828379907	""
UA000000102360873	1592206838390093	""
UA000000102360887	1592206862764921	ecarney@hall-vega.org
UA000000102360889	1592206866240441	pricesarah@golden-duncan.com
UA000000102360897	1592206884796845	moorescott@hotmail.com
UA000000102360899	1592206888140405	""
UA000000102360907	1592206902945295	katie69@reynolds.biz
UA000000102360910	1592206905398817	""
UA000000102360917	1592206916409059	""
UA000000102360924	1592206927745868	""
UA000000102360938	1592206961273737	""
UA000000102360940	1592206962745375	""
UA000000102360947	1592206979849282	fhudson@hamilton-carney.info
UA000000102360959	1592206991474204	""
UA000000102360968	1592207007036512	""
UA000000102360975	1592207018678268	""
UA000000102360988	1592207036484497	millerkevin@garcia-lee.info
UA000000102360993	1592207043008805	shannoncohen@francis.net
UA000000102360996	1592207043152895	""
UA000000102361001	1592207046721418	""
UA000000102361016	1592207074898523	""
UA000000102361019	1592207077921216	""
UA000000102361022	1592207080534928	""
UA000000102361041	1592207113808495	bhanson@mendoza.com
UA000000102361043	1592207115643201	philip60@hotmail.com
UA000000102361052	1592207121879452	""
UA000000102361054	1592207125625615	""
UA000000102361067	1592207143003961	""
UA000000102361072	1592207153799112	""
UA000000102361073	1592207154626020	""
UA000000102361076	1592207157634314	""
UA000000102361078	1592207164626014	""
UA000000102361080	1592207166916524	""
UA000000102361100	1592207187786094	""
UA000000102361106	1592207199253259	""
UA000000102361121	1592207225744265	""
UA000000102361134	1592207240289307	""
UA000000102361140	1592207247631797	""
UA000000102361146	1592207261380226	""
UA000000102361148	1592207270028813	""
UA000000102361157	1592207284302520	""
UA000000102361178	1592207336517644	""
UA000000102361193	1592207356111194	""
UA000000102361195	1592207357547165	rtownsend69@hotmail.com
UA000000102361196	1592207361012311	""
UA000000102361198	1592207364700982	""
UA000000102361199	1592207365765693	""
UA000000102361217	1592207383961115	""
UA000000102361218	1592207387903533	""
UA000000102361225	1592207398244971	""
UA000000102361233	1592207413986240	""
UA000000102361234	1592207416465179	""
UA000000102361240	1592207423186864	""
UA000000102361248	1592207431509888	victoria943@hotmail.com
UA000000102361255	1592207452892301	greenvickie@morrison.com
UA000000102361267	1592207461800873	""
UA000000102361269	1592207468087778	""
UA000000102361273	1592207471227311	""
UA000000102361274	1592207471486344	blackburnlindsay@yahoo.com
UA000000102361278	1592207474543381	""
UA000000102361295	1592207500586455	""
UA000000102361302	1592207508862927	""
UA000000102361306	1592207515138241	""
UA000000102361307	1592207517464276	""
UA000000102361310	1592207521660382	""
UA000000102361315	1592207525870849	qkey@yahoo.com
UA000000102361327	1592207542277125	""
UA000000102361332	1592207552828333	""
UA000000102361342	1592207561056916	""
UA000000102361351	1592207578824075	""
UA000000102361361	1592207601580658	""
UA000000102361363	1592207605594857	""
UA000000102361373	1592207615383337	""
UA000000102361379	1592207623217032	""
UA000000102361385	1592207625701415	""
UA000000102361387	1592207628444732	bpope@perez.com
UA000000102361404	1592207642161277	""
UA000000102361412	1592207659178642	""
UA000000102361417	1592207663520090	""
UA000000102361418	1592207663758039	""
UA000000102361426	1592207668945777	""
UA000000102361434	1592207676091403	""
UA000000102361442	1592207689834826	""
UA000000102361451	1592207707610359	spencerjohnathan@morrow.com
UA000000102361463	1592207726692205	""
UA000000102361464	1592207729294691	""
UA000000102361465	1592207730324435	""
UA000000102361496	1592207780022350	""
UA000000102361501	1592207784780384	""
UA000000102361506	1592207794325141	""
UA000000102361510	1592207799324433	""
UA000000102361512	1592207799971417	""
UA000000102361522	1592207808180880	jonesbruce@coleman.com
UA000000102361525	1592207811276570	""
UA000000102361532	1592207820796962	""
UA000000102361538	1592207825846117	clinecorey@hotmail.com
UA000000102361551	1592207841289147	""
UA000000102361564	1592207866362536	""
UA000000102361573	1592207878451145	""
UA000000102361585	1592207897000297	""
UA000000102361588	1592207898840447	""
UA000000102361602	1592207915877706	""
UA000000102361620	1592207936170490	""
UA000000102361649	1592207966305121	""
UA000000102361650	1592207967008555	""
UA000000102361653	1592207971581585	""
UA000000102361658	1592207977132835	ifisher@bennett.com
UA000000102361678	1592207996985432	""
UA000000102361684	1592208005654420	""
UA000000102361686	1592208009064889	""
UA000000102361691	1592208011802766	""
UA000000102361699	1592208024497238	""
UA000000102361711	1592208037991564	""
UA000000102361723	1592208066364099	""
UA000000102361728	1592208074573008	""
UA000000102361735	1592208078978398	""
UA000000102361750	1592208101231361	""
UA000000102361752	1592208102618655	""
UA000000102361760	1592208108634846	""
UA000000102361764	1592208116828690	""
UA000000102361793	1592208158549272	""
UA000000102361797	1592208162680901	""
UA000000102361806	1592208171442291	""
UA000000102361808	1592208174099754	""
UA000000102361810	1592208175206235	""
UA000000102361813	1592208183759602	""
UA000000102361822	1592208196624209	gardnerann@hotmail.com
UA000000102361824	1592208197798539	""
UA000000102361828	1592208201681079	""
UA000000102361833	1592208209881100	""
UA000000102361834	1592208213277079	""
UA000000102361836	1592208216454189	""
UA000000102361841	1592208225827375	""
UA000000102361857	1592208243102067	""
UA000000102361865	1592208249707320	""
UA000000102361870	1592208252420882	""
UA000000102361892	1592208286761130	lisa47@wilson-nichols.org
UA000000102361894	1592208288591776	""
UA000000102361925	1592208338708624	""
UA000000102361931	1592208345389932	""
UA000000102361944	1592208368269932	""
UA000000102361949	1592208370951318	""
UA000000102361957	1592208382600194	""
UA000000102361974	1592208404086715	""
UA000000102361975	1592208405268568	""
UA000000102362011	1592208456419484	""
UA000000102362024	1592208471650329	""
UA000000102362044	1592208494767775	coopersheila@adams.com
UA000000102362065	1592208531014661	""
UA000000102362075	1592208543427025	""
UA000000102362091	1592208566803517	""
UA000000102362092	1592208568343085	""
UA000000102362116	1592208587344930	""
UA000000102362137	1592208605150118	""
UA000000102362142	1592208609635647	""
UA000000102362151	1592208627258826	""
UA000000102362170	1592208653074512	cbaker@green-santos.org
UA000000102362177	1592208661469620	sarah87@weaver-potts.com
UA000000102362180	1592208664617396	""
UA000000102362182	1592208665676390	""
UA000000102362191	1592208674861446	""
UA000000102362192	1592208675419916	""
UA000000102362213	1592208716698075	""
UA000000102362224	1592208724816791	""
UA000000102362227	1592208727863552	""
UA000000102362242	1592208742572074	""
UA000000102362254	1592208759879867	""
UA000000102362258	1592208763106783	""
UA000000102362260	1592208765101000	""
UA000000102362265	1592208771919711	""
UA000000102362270	1592208776511858	""
UA000000102362271	1592208777232566	""
UA000000102362277	1592208781634144	ryanstrickland@garcia.com
UA000000102362292	1592208798841671	""
UA000000102362305	1592208816475839	""
UA000000102362311	1592208824585474	""
UA000000102362313	1592208828245466	""
UA000000102362320	1592208839697733	laurenreynolds@yahoo.com
UA000000102362332	1592208853176864	""
UA000000102362351	1592208870711838	""
UA000000102362361	1592208881796128	""
UA000000102362373	1592208898578968	""
UA000000102362391	1592208917587179	moorejason77@hotmail.com
UA000000102362394	1592208921028513	""
UA000000102362397	1592208922527861	""
UA000000102362403	1592208931523782	""
UA000000102362404	1592208931987367	marieperez@yahoo.com
UA000000102362414	1592208943108922	""
UA000000102362436	1592208969253568	jamesbenjamin@kim.info
UA000000102362443	1592208975786006	""
UA000000102362460	1592209002172789	""
UA000000102362470	1592209014181671	""
UA000000102362476	1592209022255388	gsimmons@banks.com
UA000000102362479	1592209025416749	nwilliams92@yahoo.com
UA000000102362487	1592209036126042	""
UA000000102362490	1592209038511696	""
UA000000102362498	1592209049495080	""
UA000000102362522	1592209091986378	""
UA000000102362539	1592209110569807	msims67@hotmail.com
UA000000102362545	1592209117294772	""
UA000000102362548	1592209122371744	""
UA000000102362558	1592209128534848	taylorvincent@gmail.com
UA000000102362560	1592209134850316	""
UA000000102362565	1592209142769700	""
UA000000102362570	1592209148816973	""
UA000000102362576	1592209158354136	""
UA000000102362578	1592209161888027	""
UA000000102362594	1592209188231092	david7523@yahoo.com
UA000000102362597	1592209191981863	""
UA000000102362603	1592209198886758	""
UA000000102362605	1592209202442575	""
UA000000102362611	1592209205722546	""
UA000000102362613	1592209213907193	""
UA000000102362627	1592209228700742	""
UA000000102362630	1592209231747536	""
UA000000102362633	1592209235191106	""
UA000000102362634	1592209235684366	""
UA000000102362642	1592209248473155	""
UA000000102362652	1592209260809309	""
UA000000102362659	1592209265822563	""
UA000000102362661	1592209267122724	""
UA000000102362662	1592209268052113	""
UA000000102362664	1592209270900631	""
UA000000102362667	1592209275165557	lindaclarke@becker-johnson.info
UA000000102362672	1592209279758759	barry98@gmail.com
UA000000102362674	1592209283347715	littlejason@diaz.com
UA000000102362683	1592209292586509	""
UA000000102362686	1592209295267911	""
UA000000102362703	1592209319173427	brodriguez@orozco-wu.com
UA000000102362714	1592209335277051	""
UA000000102362726	1592209344881441	""
UA000000102362730	1592209345943927	""
UA000000102362738	1592209349652245	ishepherd@hotmail.com
UA000000102362739	1592209349840480	""
UA000000102362740	1592209350977249	""
UA000000102362745	1592209355589196	""
UA000000102362754	1592209362504721	""
UA000000102362782	1592209391030284	""
UA000000102362784	1592209392981531	""
UA000000102362791	1592209398864697	""
UA000000102362797	1592209408137456	""
UA000000102362820	1592209427589990	""
UA000000102362821	1592209429849110	""
UA000000102362823	1592209433211009	""
UA000000102362824	1592209433391779	""
UA000000102362831	1592209440916810	""
UA000000102362838	1592209450164858	pschneider16@yahoo.com
UA000000102362840	1592209454935176	""
UA000000102362841	1592209455676141	""
UA000000102362842	1592209455698444	""
UA000000102362868	1592209481431309	ncampbell@mccarty.com
UA000000102362877	1592209489578077	""
UA000000102362878	1592209491016222	""
UA000000102362885	1592209494958569	""
UA000000102362895	1592209505035925	""
UA000000102362912	1592209528355142	colleenmaynard@g
